XH,Pts_D,Pct_D,Avg1_D,Avg2_D,Tot_D,TO_D,Pts_O,Pct_O,Avg1_O,Avg2_O,Tot_O,TO_O,classifyRes,markRes,recomRes,RankScore,Abs,Rel,trueRank,countRecom,tsne,LDA
Georgia,0.17216117216117216,0.29186602870813383,0.3714285714285714,0.2758620689655171,0.325,0.625,0.8140161725067384,0.92093023255814,0.857142857142857,0.8095238095238096,0.5443037974683542,0.1428571428571429,0,0,-1,2.1221261,100,,103,0,"[0.9093224653098245, 0.16986899918548432]","[0.3177906340841077, 0.449354891840353]"
Wisconsin,0.17582417582417587,0.062200956937798924,0.22857142857142865,0.31034482758620696,0.03125,0.2083333333333333,0.6334231805929919,0.34418604651162793,1.0,0.8095238095238096,0.4873417721518986,0.5714285714285715,0,-1,-1,1.08369972,124,,124,0,"[0.6464535534684787, 0.1257188787512937]","[0.04624075874600644, 0.9161827114744727]"
Marshall,0.1831501831501832,0.3253588516746411,0.2857142857142857,0.2413793103448276,0.45625,0.375,0.9299191374663072,0.530232558139535,0.9821428571428572,1.0,0.7468354430379747,0.4761904761904763,0,0,-1,1.9020686,109,,110,0,"[0.8346113345413538, 0.16498820490516186]","[0.2787963924765636, 0.8623984742197348]"
Florida,0.18681318681318687,0.2583732057416268,0.1142857142857144,0.2068965517241378,0.23750000000000004,0.7499999999999999,0.5175202156334232,0.2139534883720932,0.5535714285714286,0.4285714285714287,0.2025316455696202,0.6190476190476192,0,-1,-1,1.61579026,117,,113,0,"[0.2997854776378606, 0.170353965386172]","[0.22378248868012013, 0.5180634171937553]"
Missouri,0.18681318681318687,0.6267942583732057,0.20000000000000004,0.2758620689655171,0.3375000000000001,0.4583333333333333,0.450134770889488,0.2651162790697673,0.5892857142857142,0.4761904761904764,0.3101265822784809,0.19047619047619052,0,-1,-1,2.07986093,102,,102,0,"[0.40578802838831035, 0.30991760773494487]","[0.4022543695114073, 0.15990062077103218]"
Boston College,0.1941391941391942,0.7033492822966508,0.08571428571428577,0.379310344827586,0.1937500000000001,0.16666666666666669,0.4070080862533693,0.3720930232558141,0.6964285714285714,0.5476190476190478,0.3037974683544304,0.1428571428571429,0,-1,-1,1.83349024,111,,115,0,"[0.413964691985305, 0.3292922031759445]","[0.32265809265791795, 0.215199426283725]"
Michigan State,0.2014652014652015,0.2392344497607657,0.1142857142857144,0.379310344827586,0.06875000000000009,0.7916666666666666,0.8598382749326144,0.530232558139535,0.6785714285714285,0.7380952380952382,0.6582278481012657,0.2380952380952381,0,-1,-1,1.81207472,112,,112,0,"[0.8154330889088668, 0.0750674344003548]","[0.23752232873083282, 0.6328591044111568]"
Mississippi State,0.2087912087912088,0.22009569377990407,0.4000000000000001,0.5517241379310343,0.4000000000000001,0.4583333333333333,0.6954177897574123,0.6558139534883723,0.6964285714285714,0.7857142857142859,0.721518987341772,0.523809523809524,0,-1,-1,2.29853684,90,,89,0,"[0.7984515037692578, 0.2785087677717727]","[0.35518293342096663, 0.6073662982807908]"
Duke,0.2124542124542125,0.3875598086124401,0.4571428571428573,0.4482758620689654,0.48125,0.375,0.5741239892183287,0.43255813953488376,0.6249999999999999,0.4761904761904764,0.4873417721518986,0.2380952380952381,1,-1,-1,2.41648408,83,,84,0,"[0.5394235612280884, 0.43688806198417296]","[0.45843035298662443, 0.16377393314490812]"
Louisville,0.2124542124542125,0.2966507177033492,0.14285714285714285,0.2758620689655171,0.06875000000000009,0.6666666666666665,0.5417789757412399,0.36279069767441857,0.4107142857142856,0.5000000000000001,0.3860759493670885,0.6190476190476192,0,-1,-1,1.61922276,116,,117,0,"[0.3095763023913055, 0.14491489176519562]","[0.2189970825804703, 0.680191523714908]"
Ohio State,0.2197802197802198,0.3875598086124401,0.31428571428571433,0.3448275862068965,0.29375,0.625,0.9083557951482478,0.7441860465116281,0.7857142857142857,0.8571428571428573,0.721518987341772,0.4761904761904763,0,-1,-1,2.23905186,95,,95,0,"[0.8558639448794539, 0.17764148624372483]","[0.34249157467933206, 0.8969739719316688]"
Michigan,0.2344322344322344,0.5789473684210525,0.1142857142857144,0.2758620689655171,0.15000000000000013,0.0416666666666667,0.2641509433962264,0.4837209302325582,0.5892857142857142,0.4523809523809525,0.2658227848101265,0.7142857142857145,0,0,-1,1.49094885,119,,122,0,"[0.0869075607204893, 0.2546053592893719]","[0.20339439178580826, 0.5954839763699714]"
