XH,Pts_D,Pct_D,Avg1_D,Avg2_D,Tot_D,TO_D,Pts_O,Pct_O,Avg1_O,Avg2_O,Tot_O,TO_O,classifyRes,markRes,recomRes,RankScore,Abs,Rel,trueRank,countRecom,tsne,LDA
Arizona,0.4468864468864469,0.8468899521531106,0.3714285714285714,0.5862068965517241,0.6187500000000001,0.4999999999999999,0.6307277628032344,0.4232558139534886,0.5535714285714286,0.5476190476190478,0.6582278481012657,0.2857142857142858,2,2,-1,3.45553397,31,,27,0,"[0.6062340379869268, 0.6416514313230917]","[0.719005182811317, 0.47476164456423015]"
Tulane,0.4542124542124542,0.5119617224880383,0.4000000000000001,0.5517241379310343,0.39375,0.6666666666666665,0.1320754716981132,0.3069767441860467,0.5178571428571429,0.33333333333333337,0.28481012658227844,0.6666666666666669,1,1,-1,2.9009385,56,,46,0,"[0.201375496801058, 0.41420648819820777]","[0.5255953336159133, 0.30474951649073123]"
Rice,0.4578754578754579,0.3301435406698565,0.42857142857142855,0.5862068965517241,0.34375,0.3333333333333333,0.4770889487870621,0.4837209302325582,0.4464285714285714,0.5238095238095238,0.3227848101265821,0.09523809523809527,1,-1,-1,2.64175061,71,,76,0,"[0.49600369697504815, 0.507894936589553]","[0.4428934862080804, 0.012226893422382371]"
Kent State,0.4761904761904762,0.4354066985645932,0.5714285714285714,0.6206896551724137,0.48125,0.3333333333333333,0.14285714285714282,0.3488372093023257,0.3392857142857143,0.33333333333333337,0.23417721518987336,0.5714285714285715,1,-1,-1,2.97981762,51,,49,0,"[0.19736995167952257, 0.5668371664511771]","[0.544699006332308, 0.120937723293682]"
Notre Dame,0.4835164835164835,0.6028708133971291,0.4000000000000001,0.5517241379310343,0.45,0.4583333333333333,0.5849056603773584,0.5674418604651162,0.5357142857142857,0.6428571428571429,0.6012658227848101,0.6190476190476192,1,1,-1,3.05446391,48,,48,0,"[0.7025995289395451, 0.5815692705622703]","[0.5771100850469449, 0.6336480845028984]"
Appalachian State,0.4908424908424908,0.5933014354066988,0.3428571428571429,0.4827586206896553,0.26875000000000004,0.29166666666666663,0.6388140161725065,0.6558139534883723,0.7321428571428572,0.6904761904761906,0.6075949367088606,0.523809523809524,1,1,-1,2.73458178,68,,77,0,"[0.8108968351480411, 0.40906502993683086]","[0.4662271261361921, 0.6671946995574569]"
San Jose State,0.4908424908424908,0.3779904306220097,0.742857142857143,0.5172413793103448,0.2562500000000001,0.25,0.22102425876010784,0.716279069767442,0.4285714285714286,0.4285714285714287,0.4367088607594936,0.7142857142857145,1,-1,-1,2.87248168,58,,63,0,"[0.38987801489723656, 0.48276987307879776]","[0.5001652572939385, 0.5053244867166331]"
Connecticut,0.5054945054945056,0.5358851674641149,0.4000000000000001,0.4137931034482759,0.3812500000000001,0.25,0.11859838274932614,0.3023255813953489,0.3571428571428571,0.261904761904762,0.9050632911392406,0.7619047619047621,1,1,-1,2.56503824,75,,75,0,"[0.07513353891712161, 0.49462084086741487]","[0.5191550817056042, 0.33064376191504496]"
North Texas,0.5054945054945056,0.5693779904306222,0.42857142857142855,0.5172413793103448,0.26875000000000004,0.4583333333333333,0.4339622641509434,0.33023255813953506,0.4642857142857142,0.3571428571428573,0.2215189873417721,0.523809523809524,1,-1,-1,2.84611822,61,,58,0,"[0.2597336073086363, 0.4936484695674076]","[0.48590151535771353, 0.4220983770762023]"
UAB,0.5091575091575091,0.2583732057416268,0.4571428571428573,0.5862068965517241,0.3875,0.375,0.5956873315363882,0.6558139534883723,0.5178571428571429,0.5000000000000001,0.4999999999999999,0.523809523809524,1,-1,-1,2.74417258,66,,71,0,"[0.6448979056965793, 0.3741658890224362]","[0.4434615707118037, 0.24122914065651188]"
Maryland,0.5201465201465202,0.3732057416267943,0.4857142857142858,0.5172413793103448,0.5125,0.4166666666666666,0.4690026954177897,0.3209302325581396,0.4285714285714286,0.4523809523809525,0.2025316455696202,0.4761904761904763,1,1,-1,2.83568678,63,,51,0,"[0.2992103191179998, 0.5498783388101771]","[0.48854326748756877, 0.2777718788729531]"
Rutgers,0.5201465201465202,0.5885167464114833,0.7714285714285715,0.8275862068965517,0.4312500000000001,0.29166666666666663,0.4204851752021563,0.37674418604651183,0.5357142857142857,0.6190476190476192,0.2658227848101265,0.38095238095238093,2,-1,-1,3.64954785,25,,26,0,"[0.32714440257535965, 0.769293706577283]","[0.6975502006399461, 0.47163618333659735]"
South Carolina,0.5274725274725275,0.6889952153110049,0.742857142857143,0.7586206896551724,0.51875,0.3333333333333333,0.5795148247978437,0.5395348837209305,0.5535714285714286,0.6428571428571429,0.5822784810126581,0.4285714285714287,2,2,-1,3.80487493,21,,23,0,"[0.6056427569535607, 0.7411403604970472]","[0.7656010240725523, 0.6383507626295523]"
Arkansas State,0.5311355311355311,0.4928229665071771,0.5428571428571429,0.5517241379310343,0.45625,0.625,0.6900269541778976,0.6511627906976747,0.6428571428571429,0.6190476190476192,0.5759493670886074,0.4761904761904763,2,2,-1,3.28361175,39,,37,0,"[0.7226014380634077, 0.5592769008454829]","[0.6059925067633162, 0.6541448067896666]"
Toledo,0.5311355311355311,0.6315789473684211,0.20000000000000004,0.6206896551724137,0.4750000000000001,0.16666666666666669,0.6873315363881402,0.632558139534884,0.8035714285714285,0.7619047619047621,0.6582278481012657,0.2857142857142858,1,1,-1,2.93464126,54,,65,0,"[0.8570856323901177, 0.4493924864062365]","[0.5142946927339295, 0.28944664977857826]"
Oklahoma State,0.5567765567765568,0.6220095693779907,0.3714285714285714,0.6206896551724137,0.4875,0.16666666666666669,0.44474393530997297,0.36279069767441857,0.3928571428571429,0.4761904761904764,0.2911392405063289,0.4761904761904763,1,-1,-1,3.01573501,49,,52,0,"[0.31443017648891797, 0.6315210491784108]","[0.540186299421125, 0.20014461694809088]"
Kentucky,0.5604395604395606,0.4736842105263159,0.4857142857142858,0.5172413793103448,0.51875,0.4999999999999999,0.4878706199460917,0.4046511627906976,0.5,0.4761904761904764,0.3164556962025316,0.2857142857142858,1,1,-1,3.08721999,47,,42,0,"[0.42111565337990803, 0.5844175371827298]","[0.5595315065284032, 0.27173970905144595]"
Buffalo,0.5677655677655679,0.13397129186602866,0.42857142857142855,0.6551724137931035,0.2625,0.29166666666666663,0.5714285714285713,0.7581395348837211,0.5535714285714286,0.6190476190476192,0.4999999999999999,0.4285714285714287,1,-1,-1,2.60289373,74,,86,0,"[0.6739295733824344, 0.38278101173527684]","[0.3784208057926126, 0.1133726533957271]"
Middle Tennessee State,0.5677655677655679,0.6555023923444977,0.42857142857142855,0.6551724137931035,0.5687500000000001,0.4166666666666666,0.5525606469002695,0.8232558139534885,0.6249999999999999,0.5952380952380955,0.4367088607594936,0.6190476190476192,2,2,1,3.50207916,29,,32,1,"[0.7299416983140268, 0.6437813926010268]","[0.630123714363565, 0.4276843180568561]"
Oregon State,0.5714285714285715,0.5358851674641149,0.5142857142857142,0.6206896551724137,0.4875,0.3333333333333333,0.3935309973045822,0.6418604651162791,0.4464285714285714,0.5238095238095238,0.4113924050632911,0.2380952380952381,1,1,-1,3.25895254,40,,41,0,"[0.4498204458435137, 0.6406499843757578]","[0.6008454990335862, 0.13523427934637922]"
Purdue,0.5750915750915752,0.4354066985645932,0.5142857142857142,0.5517241379310343,0.5062500000000001,0.375,0.3423180592991914,0.2837209302325583,0.6071428571428571,0.3571428571428573,0.18987341772151894,0.6190476190476192,1,1,-1,3.00838779,50,,47,0,"[0.24372656885527358, 0.554419098345445]","[0.508439340033491, 0.2885291749638551]"
Miami (OH),0.5787545787545788,0.6698564593301438,0.6571428571428571,0.6896551724137929,0.5625,0.4583333333333333,0.30188679245283023,0.03255813953488353,0.3749999999999999,0.5000000000000001,0.3924050632911392,0.4761904761904763,2,-1,-1,3.58796223,27,,22,0,"[0.23792601077587539, 0.6924126337579168]","[0.7457833721402063, 0.5093110428777405]"
Fresno State,0.6007326007326007,0.6028708133971291,0.5142857142857142,0.7931034482758619,0.35625,0.29166666666666663,0.4150943396226415,0.40930232558139534,0.5714285714285714,0.4285714285714287,0.4303797468354431,0.5714285714285715,1,-1,1,3.41132413,34,,39,1,"[0.3367300937090617, 0.7048994124807878]","[0.6135001789592733, 0.29252246981055374]"
Indiana,0.6153846153846153,0.6650717703349285,0.6000000000000002,0.6206896551724137,0.5062500000000001,0.29166666666666663,0.37735849056603776,0.2837209302325583,0.8214285714285714,0.5476190476190478,0.28481012658227844,0.4285714285714287,2,2,-1,3.46133853,30,,31,0,"[0.24598368664231596, 0.7685624804238246]","[0.6352151713782083, 0.5069396655636257]"
Wyoming,0.6153846153846153,0.8660287081339714,0.6857142857142858,0.8620689655172413,0.425,0.25,0.2695417789757413,0.40930232558139534,0.5,0.5238095238095238,0.2594936708860758,0.38095238095238093,2,2,-1,3.99393733,18,,19,0,"[0.3145726957568989, 0.8031553140191319]","[0.782742885377416, 0.3880829121879398]"
Army,0.6190476190476191,0.9377990430622012,0.7142857142857143,0.8620689655172413,0.4750000000000001,0.25,0.3719676549865229,0.0,0.7321428571428572,0.5238095238095238,0.2405063291139241,0.19047619047619055,2,2,-1,4.08677836,15,,17,0,"[0.20534796135548614, 0.8124417225554177]","[0.8217858548449646, 0.48836789486355403]"
Massachusetts,0.6227106227106228,0.6315789473684211,0.5428571428571429,0.5862068965517241,0.575,0.29166666666666663,0.4366576819407009,0.33023255813953506,0.3749999999999999,0.5476190476190478,0.4999999999999999,0.5714285714285715,2,-1,-1,3.34260436,37,,34,0,"[0.32681700727202945, 0.6688064421542481]","[0.6597663767612673, 0.4955066913104883]"
Kansas,0.6336996336996337,0.5119617224880383,0.742857142857143,0.7931034482758619,0.48125,0.4583333333333333,0.18059299191374664,0.3116279069767441,0.3214285714285714,0.2857142857142857,0.13291139240506314,0.38095238095238093,1,-1,1,3.70944683,23,,21,1,"[0.20702391837543996, 0.6629892789991775]","[0.6965592689827697, 0.0684012256694294]"
Vanderbilt,0.6336996336996337,0.6889952153110049,0.4571428571428573,0.5862068965517241,0.48125,0.16666666666666669,0.16442048517520216,0.1302325581395348,0.3749999999999999,0.30952380952380965,0.11392405063291144,0.8095238095238096,1,1,1,3.11845663,45,,45,1,"[0.1301216945394317, 0.599459761781226]","[0.5595854607247412, 0.3291105251834932]"
Bowling Green State,0.6410256410256411,0.5885167464114833,0.6285714285714287,0.6896551724137929,0.7437500000000001,0.7083333333333333,0.5094339622641508,0.4837209302325582,0.5535714285714286,0.5000000000000001,0.4999999999999999,0.4285714285714287,2,2,-1,3.96563168,19,,12,0,"[0.5422834956173875, 0.7201718110047143]","[0.789646302898118, 0.4003759477432848]"
Illinois,0.6593406593406594,0.4832535885167463,0.6285714285714287,0.6896551724137929,0.51875,0.3333333333333333,0.39892183288409705,0.6279069767441863,0.4285714285714286,0.4761904761904764,0.3037974683544304,0.4761904761904763,1,2,1,3.50526522,28,,30,1,"[0.40975796927060865, 0.7087258685889001]","[0.6277268989215169, 0.21978117621914167]"
Florida Atlantic,0.6739926739926739,0.5358851674641149,0.7714285714285715,0.7586206896551724,0.5375000000000001,0.25,0.3477088948787062,0.40930232558139534,0.5535714285714286,0.4761904761904764,0.2531645569620253,0.38095238095238093,2,-1,-1,3.73987013,22,,25,0,"[0.3472735525197144, 0.774176779201782]","[0.6925430502819564, 0.271070220427313]"
Southern Mississippi,0.7106227106227107,0.7607655502392346,0.742857142857143,0.8275862068965517,0.5687500000000001,0.25,0.2129380053908356,0.4604651162790698,0.3214285714285714,0.4047619047619048,0.4113924050632911,0.7142857142857145,2,-1,-1,4.0785548,16,,16,0,"[0.3755706696233191, 0.9240255399629825]","[0.8114159753935418, 0.38239345791893214]"
New Mexico,0.728937728937729,0.6028708133971291,0.8571428571428571,0.9655172413793102,0.7125000000000001,0.375,0.4474393530997305,0.15813953488372093,0.9107142857142856,0.7380952380952382,0.17088607594936706,0.38095238095238093,2,-1,-1,4.36581155,6,,4,0,"[0.2289939507238011, 0.8493295521179028]","[0.8346602683144706, 0.516859459217515]"
Troy,0.7399267399267401,0.6555023923444977,0.8285714285714286,0.8275862068965517,0.5687500000000001,0.3333333333333333,0.2884097035040432,0.8883720930232561,0.5357142857142857,0.4523809523809525,0.2531645569620253,0.2380952380952381,2,2,-1,4.29150662,10,,14,0,"[0.45539653351806614, 0.7834530192892264]","[0.7979048005634635, 0.10584169225067706]"
Idaho,0.7802197802197802,0.7368421052631581,0.7999999999999999,1.0,0.3875,0.3333333333333333,0.3746630727762803,0.4790697674418605,0.3928571428571429,0.4285714285714287,0.5759493670886074,0.8571428571428573,2,-1,-1,4.33928046,8,,8,0,"[0.43291112639637935, 0.9430802650561393]","[0.8482448968372414, 0.5646258290667447]"
UNLV,0.8241758241758242,0.4736842105263159,0.7999999999999999,0.8965517241379308,0.625,0.25,0.2911051212938005,0.2883720930232557,0.4107142857142856,0.4285714285714287,0.3924050632911392,0.6190476190476192,2,-1,-1,4.03202067,17,,15,0,"[0.3669592182427664, 0.8831073654249375]","[0.7671800015995026, 0.19928280495455505]"
Washington State,0.827838827838828,0.7942583732057417,0.3714285714285714,0.7586206896551724,0.4437500000000001,0.0,0.5579514824797844,0.8604651162790697,0.125,0.6428571428571429,0.8164556962025316,0.6666666666666669,2,-1,-1,3.64190194,26,,38,0,"[0.6738682379185762, 0.9300848651094862]","[0.700052831927532, 0.32701612899703714]"
Iowa State,0.8351648351648352,0.6889952153110049,0.8285714285714286,0.8620689655172413,0.8187500000000001,0.25,0.3261455525606469,0.3581395348837209,0.4285714285714286,0.3571428571428573,0.4430379746835443,0.2857142857142858,2,-1,-1,4.47199026,4,,3,0,"[0.3936893395758069, 0.8456350870630235]","[0.9024696694520842, 0.05665708716488566]"
Old Dominion,0.8388278388278388,0.99043062200957,0.6571428571428571,0.7586206896551724,0.6500000000000001,0.29166666666666663,0.5606469002695417,0.6883720930232559,0.6428571428571429,0.7380952380952382,0.4999999999999999,0.4285714285714287,2,-1,-1,4.49617706,3,,6,0,"[0.6441959070744362, 0.822928222127609]","[0.8932158396446945, 0.6951479948667578]"
Colorado,0.8424908424908426,0.5741626794258375,0.7999999999999999,0.8620689655172413,0.5125,0.08333333333333334,0.4690026954177897,0.7581395348837211,0.5,0.4523809523809525,0.6582278481012657,0.523809523809524,2,-1,-1,4.11362003,14,,20,0,"[0.5239490687496374, 0.8816988288332315]","[0.7669205210869573, 0.24449538675107618]"
North Carolina,0.8424908424908426,0.5263157894736844,0.6857142857142858,0.8620689655172413,0.65625,0.4583333333333333,0.5956873315363882,0.6651162790697676,0.4821428571428572,0.5238095238095238,0.6012658227848101,0.523809523809524,2,-1,-1,4.22639688,12,,10,0,"[0.5629174140913872, 0.8398842099616791]","[0.800950074036841, 0.2872745541075784]"
New Mexico State,0.8461538461538463,0.7081339712918662,1.0,0.8620689655172413,0.6312500000000001,0.4583333333333333,0.3611859838274933,0.6465116279069769,0.5714285714285714,0.4761904761904764,0.4493670886075948,1.0,2,-1,-1,4.70281517,2,,1,0,"[0.4614336347041204, 0.9763981892393284]","[0.9161839816258694, 0.8267227801448046]"
Tulsa,0.8534798534798534,0.6842105263157896,0.7714285714285715,1.0,0.4750000000000001,0.25,0.366576819407008,0.33023255813953506,0.4285714285714286,0.4285714285714287,0.5189873417721518,0.5714285714285715,2,-1,-1,4.3238628,9,,9,0,"[0.40643309944690315, 0.8983779290408024]","[0.8407889985708105, 0.30059937625746835]"
California,0.8717948717948718,0.8564593301435406,0.3428571428571429,0.7931034482758619,0.84375,0.29166666666666663,0.7331536388140161,0.6418604651162791,0.5,0.6428571428571429,0.7721518987341771,0.4761904761904763,2,-1,-1,4.23387486,11,,13,0,"[0.6811672476398636, 0.8547474851514653]","[0.8402785202386442, 0.27508003983700513]"
Western Kentucky,0.8754578754578755,0.7607655502392346,0.6285714285714287,0.9310344827586208,0.7437500000000001,0.4583333333333333,0.8975741239892182,0.9441860465116284,0.6428571428571429,0.8571428571428573,0.8037974683544303,0.33333333333333337,2,-1,-1,4.71800805,1,,2,0,"[0.7191014010950213, 0.8287565629309549]","[0.9296207825019743, 0.5314462146396371]"
Eastern Michigan,0.9120879120879122,0.8755980861244022,0.7142857142857143,0.9310344827586208,0.5625,0.125,0.11051212938005388,0.2139534883720932,0.4107142857142856,0.261904761904762,0.09493670886075947,0.8571428571428573,2,-1,-1,4.38713709,5,,7,0,"[0.29293827769812864, 0.9817255695600496]","[0.8223005177417508, 0.27740998682705753]"
SMU,0.9267399267399268,0.7416267942583735,0.6857142857142858,0.8965517241379308,0.6875,0.25,0.0,0.2744186046511628,0.3571428571428571,0.16666666666666666,0.02531645569620244,0.8571428571428573,2,-1,-1,4.342149,7,,5,0,"[0.2797980284732285, 0.984677386158787]","[0.8012593385917693, 0.029999380678110234]"
Texas Tech,0.9267399267399268,0.5454545454545456,0.6857142857142858,0.7931034482758619,0.8062500000000001,0.25,0.5229110512129379,0.5488372093023256,0.6964285714285714,0.7619047619047621,0.6582278481012657,0.7619047619047621,2,-1,-1,4.18267363,13,,11,0,"[0.5825488549673251, 0.8881345547867766]","[0.7990686977062876, 0.5651652100729174]"
Georgia State,1.0,0.9760765550239234,1.0,0.8965517241379308,0.7125000000000001,0.0,0.3126684636118598,0.5395348837209305,0.3035714285714285,0.4761904761904764,0.3797468354430379,0.8571428571428573,2,-1,-1,4.9677547,0,,0,0,"[0.38865914946588015, 1.0]","[1.0, 0.6738579137321626]"
