XH,Pts_D,Pct_D,Avg1_D,Avg2_D,Tot_D,TO_D,Pts_O,Pct_O,Avg1_O,Avg2_O,Tot_O,TO_O,classifyRes,markRes,recomRes,RankScore,Abs,Rel,trueRank,countRecom,tsne,LDA
Ole Miss,0.0,0.5741626794258375,0.20000000000000004,0.2413793103448276,0.2625,0.7499999999999999,0.463611859838275,0.5906976744186047,0.5178571428571429,0.6190476190476192,0.3860759493670885,0.5714285714285715,0,-1,-1,1.92888446,109,,105,0,"[0.40975380862196215, 0.11003270845947052]","[0.3566579784805102, 0.78108190801471]"
Stanford,0.014652014652014603,0.444976076555024,0.08571428571428577,0.06896551724137936,0.1625000000000001,0.2083333333333333,0.4339622641509434,0.8139534883720929,0.5357142857142857,0.5952380952380955,0.3924050632911392,0.4285714285714287,0,-1,-1,1.15995943,125,,125,0,"[0.5202550948251046, 0.008058855043058259]","[0.13349565496302257, 0.4535386095533711]"
Clemson,0.02564102564102562,0.11004784688995206,0.0571428571428572,0.0,0.0,0.4583333333333333,0.5309973045822103,0.7953488372093026,0.3928571428571429,0.4761904761904764,0.3924050632911392,0.33333333333333337,0,-1,-1,0.70592033,127,,127,0,"[0.4839167057239032, 0.0]","[0.0, 0.28987266176304466]"
LSU,0.05494505494505495,0.19138755980861247,0.42857142857142855,0.31034482758620696,0.08125000000000004,0.3333333333333333,0.44474393530997297,0.12093023255813964,0.6071428571428571,0.5238095238095238,0.3734177215189872,0.2857142857142858,0,-1,-1,1.42851782,122,,121,0,"[0.43164311756584595, 0.24174724104752943]","[0.21486266769040466, 0.4947284184233641]"
Temple,0.05494505494505495,0.5263157894736844,0.2857142857142857,0.2758620689655171,0.325,0.7499999999999999,0.3234501347708895,0.25581395348837216,0.3928571428571429,0.33333333333333337,0.06329113924050632,0.7619047619047621,0,-1,-1,2.01168405,106,,90,0,"[0.2008418765603072, 0.21917713792630802]","[0.3528078359119228, 0.6387918713384437]"
Alabama,0.08791208791208786,0.3205741626794258,0.1142857142857144,0.31034482758620696,0.15625,0.29166666666666663,0.6954177897574123,0.7767441860465116,0.6785714285714285,0.7857142857142859,0.6329113924050632,0.4285714285714287,0,0,-1,1.48319657,119,,123,0,"[0.7526796799351116, 0.14958240856515512]","[0.1971664126672588, 0.5286611926997655]"
Penn State,0.0952380952380953,0.2535885167464115,0.0285714285714286,0.1034482758620689,0.025000000000000026,0.375,0.2560646900269542,0.3674418604651163,0.28571428571428564,0.2857142857142857,0.3101265822784809,0.6190476190476192,0,-1,-1,0.86352362,126,,126,0,"[0.20710368687694927, 0.11930358144083464]","[0.05811744317994075, 0.23024359681111525]"
Texas Christian,0.1098901098901099,0.03827751196172237,0.0,0.2413793103448276,0.1625000000000001,1.0,0.9541778975741241,0.6418604651162791,0.7142857142857142,0.7857142857142859,0.7088607594936708,0.4761904761904763,0,-1,-1,1.36888766,123,,119,0,"[0.8122126786491302, 0.05305535740247479]","[0.16143085510551494, 0.6820312046819496]"
Arkansas,0.1172161172161172,0.3684210526315789,0.20000000000000004,0.37931034482758597,0.1937500000000001,0.4583333333333333,0.5606469002695417,0.36279069767441857,0.6785714285714285,0.5714285714285715,0.4999999999999999,0.2857142857142858,0,-1,-1,1.77364284,113,,116,0,"[0.4751390841750718, 0.22218589783855783]","[0.28426833272838875, 0.3928624125638276]"
UCF,0.1172161172161172,0.3540669856459331,0.1142857142857144,0.17241379310344826,0.1937500000000001,0.625,0.4582210242587601,0.3906976744186047,0.3392857142857143,0.38095238095238093,0.3924050632911392,0.7142857142857145,0,-1,-1,1.45597571,121,,118,0,"[0.26455620833404525, 0.14807799802722918]","[0.21628326716263796, 0.5295185357473]"
Memphis,0.12820512820512822,0.27272727272727265,0.17142857142857146,0.2413793103448276,0.2875000000000001,0.7083333333333333,0.6765498652291105,0.7023255813953492,0.5178571428571429,0.5000000000000001,0.5253164556962026,0.38095238095238093,0,-1,-1,1.76835649,114,,111,0,"[0.4971386332562488, 0.08827115757560448]","[0.27020204093115185, 0.39579917640406587]"
Utah State,0.13553113553113552,0.30622009569377995,0.14285714285714285,0.2758620689655171,0.3062500000000001,0.5833333333333333,0.4258760107816711,0.6930232558139536,0.6428571428571429,0.5952380952380955,0.19620253164556947,0.38095238095238093,0,-1,-1,1.73531998,115,,114,0,"[0.4695456888842235, 0.10441678884605873]","[0.22940471468891685, 0.2825771353354122]"
San Diego State,0.13919413919413925,0.3875598086124401,0.2857142857142857,0.31034482758620696,0.23750000000000004,0.5416666666666666,0.3746630727762803,0.2232558139534883,0.7321428571428572,0.5952380952380955,0.3227848101265821,0.4761904761904763,0,-1,-1,1.82946786,111,,109,0,"[0.41123687524237057, 0.21708989942440768]","[0.30068485509323384, 0.6111359860069305]"
Virginia Tech,0.15384615384615385,0.0,0.31428571428571433,0.37931034482758597,0.15000000000000013,0.4166666666666666,0.3504043126684637,0.5488372093023256,0.4464285714285714,0.3571428571428573,0.3670886075949367,0.6190476190476192,0,-1,-1,1.45934675,120,,120,0,"[0.26288161546118866, 0.07660802320889579]","[0.15732279524056497, 0.11789192013203838]"
Houston,0.16849816849816854,0.3875598086124401,0.25714285714285723,0.31034482758620696,0.3062500000000001,0.6666666666666665,0.5040431266846361,0.5953488372093024,0.6249999999999999,0.5476190476190478,0.4873417721518986,0.4761904761904763,0,0,-1,2.05958007,105,,101,0,"[0.46666578679178894, 0.13050477770302907]","[0.34781336247248673, 0.5203603900662926]"
Georgia,0.17216117216117216,0.29186602870813383,0.3714285714285714,0.2758620689655171,0.325,0.625,0.8140161725067384,0.92093023255814,0.857142857142857,0.8095238095238096,0.5443037974683542,0.1428571428571429,0,0,-1,2.15730403,99,,103,0,"[0.9093224653098245, 0.16986899918548432]","[0.34204072888349113, 0.6439816115034064]"
Wisconsin,0.17582417582417587,0.062200956937798924,0.22857142857142865,0.31034482758620696,0.03125,0.2083333333333333,0.6334231805929919,0.34418604651162793,1.0,0.8095238095238096,0.4873417721518986,0.5714285714285715,0,-1,-1,1.16362137,124,,124,0,"[0.6464535534684787, 0.1257188787512937]","[0.07475391625677662, 0.6825827890646359]"
Marshall,0.1831501831501832,0.3253588516746411,0.2857142857142857,0.2413793103448276,0.45625,0.375,0.9299191374663072,0.530232558139535,0.9821428571428572,1.0,0.7468354430379747,0.4761904761904763,0,0,-1,1.91127528,110,,110,0,"[0.8346113345413538, 0.16498820490516186]","[0.32433115382857136, 1.0]"
Florida,0.18681318681318687,0.2583732057416268,0.1142857142857144,0.2068965517241378,0.23750000000000004,0.7499999999999999,0.5175202156334232,0.2139534883720932,0.5535714285714286,0.4285714285714287,0.2025316455696202,0.6190476190476192,0,-1,-1,1.54358699,118,,113,0,"[0.2997854776378606, 0.170353965386172]","[0.1984443019205899, 0.5082547913650428]"
Missouri,0.18681318681318687,0.6267942583732057,0.20000000000000004,0.2758620689655171,0.3375000000000001,0.4583333333333333,0.450134770889488,0.2651162790697673,0.5892857142857142,0.4761904761904764,0.3101265822784809,0.19047619047619055,0,-1,-1,2.08518043,103,,102,0,"[0.40578802838831035, 0.30991760773494487]","[0.3780734728224931, 0.39344471380010093]"
Boston College,0.1941391941391942,0.7033492822966508,0.08571428571428577,0.37931034482758597,0.1937500000000001,0.16666666666666669,0.4070080862533693,0.3720930232558141,0.6964285714285714,0.5476190476190478,0.3037974683544304,0.1428571428571429,0,-1,-1,1.95397685,108,,115,0,"[0.413964691985305, 0.3292922031759445]","[0.31535412884323377, 0.2412872549809563]"
Michigan State,0.2014652014652015,0.2392344497607657,0.1142857142857144,0.37931034482758597,0.06875000000000009,0.7916666666666666,0.8598382749326144,0.530232558139535,0.6785714285714285,0.7380952380952382,0.6582278481012657,0.2380952380952381,0,-1,-1,1.78355146,112,,112,0,"[0.8154330889088668, 0.0750674344003548]","[0.2641114457837494, 0.5761639762642886]"
