XH,Pts_D,Pct_D,Avg1_D,Avg2_D,Tot_D,TO_D,Pts_O,Pct_O,Avg1_O,Avg2_O,Tot_O,TO_O,classifyRes,markRes,recomRes,RankScore,Abs,Rel,trueRank,countRecom,tsne,LDA
Florida International,0.3223443223443224,0.2822966507177034,0.3714285714285714,0.48275862068965525,0.23750000000000004,0.8749999999999998,0.32075471698113206,0.2465116279069767,0.3214285714285714,0.2142857142857143,0.12658227848101264,0.523809523809524,0,-1,1,-0.2169915,74,,72,1,"[0.22589481314100632, 0.27289556993865227]","[0.19041543455911294, 0.8029202359102371]"
Ohio,0.3223443223443224,0.5215311004784691,0.2857142857142857,0.5517241379310343,0.39375000000000004,0.375,0.25336927223719674,0.29302325581395344,0.5178571428571429,0.45238095238095244,0.3227848101265821,0.5714285714285715,1,-1,-1,0.25878625,46,,78,0,"[0.18618435472653608, 0.4413148464918974]","[0.33521826487161027, 0.32996569695978434]"
Washington,0.3223443223443224,0.7607655502392346,0.14285714285714285,0.48275862068965525,0.5250000000000001,0.5833333333333333,0.5148247978436657,0.7534883720930233,0.5357142857142857,0.4761904761904764,0.360759493670886,0.23809523809523814,1,-1,-1,-0.13055794,66,,53,0,"[0.5897064495271883, 0.5499941659480453]","[0.3728134510115469, 0.10906319499904162]"
Utah,0.326007326007326,0.5550239234449761,0.2857142857142857,0.4482758620689654,0.4125000000000001,0.375,0.5444743935309974,0.6046511627906979,0.5535714285714286,0.45238095238095244,0.32911392405063283,0.23809523809523814,1,-1,-1,-0.11742372,64,,81,0,"[0.5499620067981589, 0.4852644458794785]","[0.3300431504262563, 0.2805808645040357]"
Western Michigan,0.326007326007326,0.29186602870813383,0.4000000000000001,0.5172413793103448,0.29374999999999996,0.41666666666666663,0.6118598382749325,0.9488372093023258,0.5535714285714286,0.7380952380952382,0.4050632911392404,0.38095238095238104,1,-1,1,-0.6899669,107,,88,1,"[0.7704342947296415, 0.37174439143530974]","[0.3734559890176159, 0.4928243057267439]"
Colorado State,0.3333333333333334,0.3492822966507177,0.6000000000000002,0.5862068965517241,0.51875,0.3333333333333333,0.61455525606469,0.7627906976744188,0.6249999999999999,0.880952380952381,0.550632911392405,0.2857142857142858,1,-1,-1,-0.48322978,93,,59,0,"[0.76541982854649, 0.46180127389103814]","[0.4296517598201127, 0.18061723045779154]"
Central Michigan,0.336996336996337,0.5358851674641149,0.2857142857142857,0.48275862068965525,0.30625000000000013,0.41666666666666663,0.4258760107816711,0.7441860465116281,0.48214285714285715,0.5714285714285715,0.4999999999999999,0.6666666666666669,1,-1,-1,-0.240895,76,,83,0,"[0.6665895667779163, 0.29805584457056516]","[0.4227475703068531, 0.528206682133189]"
Northwestern,0.336996336996337,0.36842105263157887,0.4000000000000001,0.4482758620689654,0.38749999999999996,0.6666666666666665,0.32075471698113206,0.46046511627906983,0.3749999999999999,0.261904761904762,0.37974683544303794,0.5714285714285715,1,-1,-1,-0.13222865,67,,68,0,"[0.23118180394198268, 0.32621292163052623]","[0.29845843679610745, 0.5276807075399954]"
USC,0.336996336996337,0.5311004784688995,0.2857142857142857,0.4482758620689654,0.5625,0.4583333333333333,0.6657681940700807,1.0,0.48214285714285715,0.6428571428571429,0.5949367088607593,0.09523809523809529,1,-1,-1,-0.6067396,100,,66,0,"[0.9294672347384424, 0.49529032618732466]","[0.4144574601521812, 0.06489190681908863]"
Baylor,0.347985347985348,0.3301435406698565,0.1142857142857144,0.4482758620689654,0.34375,0.5416666666666666,1.0,0.6790697674418608,0.5714285714285714,0.761904761904762,1.0,0.1428571428571429,1,-1,-1,-1.47005401,125,,99,0,"[0.9162366960275456, 0.23712211062379351]","[0.44717199483630554, 0.5123162486649979]"
Florida State,0.35164835164835173,0.44497607655502397,0.4000000000000001,0.5172413793103448,0.43125000000000013,0.4999999999999999,0.6091644204851752,0.7627906976744188,0.5357142857142857,0.7142857142857145,0.550632911392405,0.761904761904762,1,-1,1,-0.49800384,95,,62,1,"[0.7280785547345777, 0.30704070125782335]","[0.47158543812983467, 0.6324086068707414]"
Iowa,0.35164835164835173,0.28708133971291877,0.4571428571428573,0.4482758620689654,0.1625000000000001,0.20833333333333331,0.46091644204851756,0.6046511627906979,0.49999999999999994,0.5000000000000001,0.4556962025316455,0.4761904761904763,1,-1,-1,-0.26780781,77,,108,0,"[0.5762236970698563, 0.35051022371015594]","[0.35040835980418245, 0.6262966004821455]"
Northern Illinois,0.35164835164835173,0.4976076555023925,0.4000000000000001,0.5172413793103448,0.46875,0.41666666666666663,0.549865229110512,0.5534883720930234,0.6785714285714285,0.5714285714285715,0.5379746835443038,0.09523809523809529,1,-1,-1,-0.2795808,79,,60,0,"[0.6046063973519722, 0.4866459099318252]","[0.37112462467942753, 0.07812379906405299]"
Georgia Tech,0.3553113553113553,0.7272727272727274,0.6571428571428571,0.7931034482758619,0.44999999999999996,0.5833333333333333,0.7223719676549865,0.21395348837209316,0.857142857142857,0.7857142857142859,0.6772151898734177,0.2857142857142858,1,-1,1,-0.21919144,75,,24,1,"[0.0774539531294745, 0.8234100384027908]","[0.5039789523836945, 0.20200370920451355]"
East Carolina,0.35897435897435903,0.4354066985645932,0.14285714285714285,0.379310344827586,0.375,0.3333333333333333,0.6657681940700807,0.7209302325581398,0.6249999999999999,0.7380952380952382,0.9367088607594937,0.523809523809524,1,-1,1,-0.85039308,115,,106,1,"[0.8072837892500503, 0.23987334118959414]","[0.4858751631917007, 0.4594814745169575]"
Georgia Southern,0.35897435897435903,0.5645933014354068,0.48571428571428577,0.5862068965517241,0.46250000000000013,0.3333333333333333,0.6495956873315364,0.4139534883720931,0.9821428571428571,0.8571428571428573,0.43037974683544306,0.19047619047619058,1,-1,-1,-0.1991181,73,,57,0,"[0.04836665381981138, 0.779632725414021]","[0.4112185303629216, 0.16022523914971984]"
Oklahoma,0.3626373626373626,0.4114832535885166,0.0571428571428572,0.379310344827586,0.3812500000000001,0.3333333333333333,0.6819407008086252,0.31627906976744186,0.857142857142857,0.7142857142857145,0.5189873417721518,0.523809523809524,1,-1,-1,-0.52751034,97,,107,0,"[0.6040580613744102, 0.1688829807567687]","[0.37721427077206293, 0.606122472782653]"
UTSA,0.3626373626373626,0.47368421052631593,0.22857142857142865,0.41379310344827586,0.3500000000000001,0.375,0.1617250673854448,0.4372093023255815,0.3571428571428571,0.261904761904762,0.15189873417721508,0.523809523809524,1,-1,-1,0.36751375,35,,91,0,"[0.1066756891355676, 0.3527432762393535]","[0.2786071068508511, 0.4569600070079473]"
Louisiana,0.36630036630036633,0.827751196172249,0.3714285714285714,0.6551724137931035,0.33125000000000004,0.25,0.4959568733153638,0.7767441860465116,0.7321428571428572,0.5952380952380955,0.47468354430379744,0.19047619047619058,1,-1,-1,0.13311961,52,,56,0,"[0.8583967226911648, 0.5806514074998687]","[0.480218918895659, 0.011499988691907699]"
Louisiana-Monroe,0.37728937728937734,0.5023923444976078,0.42857142857142855,0.4482758620689654,0.29374999999999996,0.25,0.24258760107816715,0.572093023255814,0.17857142857142852,0.30952380952380965,0.2594936708860758,0.33333333333333337,1,-1,1,0.32761595,39,,87,1,"[0.04480166000331965, 0.3779170527364198]","[0.32457072586238, 0.43038832754896156]"
Pitt,0.37728937728937734,0.27751196172248804,0.48571428571428577,0.5517241379310343,0.29374999999999996,0.16666666666666669,0.5579514824797844,0.6232558139534885,0.7142857142857142,0.6666666666666669,0.5949367088607593,0.38095238095238104,1,-1,-1,-0.37409166,84,,97,0,"[0.694218418059316, 0.4046903491726063]","[0.42389811802649563, 0.3785218483010508]"
Nebraska,0.38095238095238093,0.03827751196172237,0.5428571428571429,0.48275862068965525,0.29374999999999996,0.4583333333333333,0.719676549865229,0.2465116279069767,0.7142857142857142,0.6666666666666669,0.5063291139240506,0.5714285714285715,1,-1,1,-0.74466656,110,,93,1,"[0.600772206157685, 0.2486683307651756]","[0.3453745374288218, 0.8918834433354514]"
South Alabama,0.38095238095238093,0.39712918660287083,0.48571428571428577,0.5517241379310343,0.40000000000000013,0.375,0.307277628032345,0.2465116279069767,0.5357142857142857,0.4285714285714287,0.4177215189873416,0.7142857142857145,1,-1,-1,0.20775924,49,,70,0,"[0.2002064227387497, 0.478028833806444]","[0.3868165904306686, 0.5236329374928215]"
Wake Forest,0.38095238095238093,0.6172248803827753,0.4571428571428573,0.41379310344827586,0.3187500000000001,0.375,0.09973045822102429,0.5023255813953489,0.0,0.0,0.0,0.523809523809524,1,-1,-1,0.8108729,16,,73,0,"[0.0, 0.3855371659710428]","[0.2792850287762419, 0.5776511503203066]"
Auburn,0.39194139194139194,0.4784688995215313,0.48571428571428577,0.5862068965517241,0.49375000000000013,0.5833333333333333,0.6576819407008085,0.7023255813953492,0.75,0.7857142857142859,0.6265822784810126,0.38095238095238104,1,-1,1,-0.57407017,99,,44,1,"[0.7551259873398283, 0.5211291899590406]","[0.4791398449962945, 0.3178641410792302]"
Boise State,0.3956043956043957,0.46411483253588515,0.31428571428571433,0.41379310344827586,1.0,0.625,0.77088948787062,0.9813953488372097,0.6428571428571429,0.7380952380952382,0.620253164556962,0.4761904761904763,1,-1,-1,-0.622669,102,,36,0,"[1.0, 0.45687830730709933]","[0.5074688286832486, 0.08630889851835627]"
Hawaii,0.3956043956043957,0.4880382775119617,0.4000000000000001,0.5862068965517241,0.42500000000000004,0.3333333333333333,0.26415094339622636,0.0651162790697674,0.4285714285714286,0.33333333333333337,0.32911392405063283,0.6666666666666669,1,-1,-1,0.50076682,29,,64,0,"[0.16912695711199965, 0.5049883542972599]","[0.37611172818027894, 0.5029850285423507]"
North Carolina State,0.402930402930403,0.3875598086124401,0.4000000000000001,0.41379310344827586,0.40625,0.3333333333333333,0.5148247978436657,0.5209302325581395,0.6964285714285714,0.6190476190476192,0.4683544303797467,0.23809523809523814,1,-1,-1,-0.27119482,78,,85,0,"[0.5856369429586324, 0.4431853517699187]","[0.3668380742355751, 0.3518593406899692]"
South Florida,0.402930402930403,1.0,0.48571428571428577,0.5862068965517241,0.45625000000000004,0.41666666666666663,0.16442048517520214,0.07441860465116289,0.3749999999999999,0.3571428571428573,0.056962025316455604,0.4761904761904763,1,-1,-1,1.12979504,6,,29,0,"[0.0710591043671771, 0.6019302475908728]","[0.38488754965717464, 0.347632444559265]"
Ball State,0.4102564102564103,0.6937799043062204,0.5714285714285714,0.6551724137931035,0.49375000000000013,0.5416666666666666,0.4474393530997305,0.4232558139534886,0.49999999999999994,0.4285714285714287,0.37974683544303794,0.2857142857142858,1,-1,-1,0.26537061,43,,28,0,"[0.49520906423908506, 0.6415965446356983]","[0.43316010258068416, 0.2257544893488164]"
Cincinnati,0.4102564102564103,0.6267942583732057,0.5714285714285714,0.689655172413793,0.49375000000000013,0.4583333333333333,0.6172506738544474,0.572093023255814,0.5714285714285714,0.6904761904761906,0.6012658227848101,0.4761904761904763,1,-1,-1,-0.12834455,65,,33,0,"[0.6819038401798, 0.6213153058305488]","[0.5362727252153535, 0.35036965311889745]"
Nevada,0.4102564102564103,0.870813397129187,0.5714285714285714,0.6551724137931035,0.6312500000000001,0.5833333333333333,0.48787061994609165,0.5255813953488373,0.6249999999999999,0.4761904761904764,0.43037974683544306,0.23809523809523814,1,-1,-1,0.3343774,38,,18,0,"[0.5516773194618672, 0.65583977380966]","[0.482409011433341, 0.002383042167882046]"
Navy,0.413919413919414,0.8373205741626798,0.6000000000000002,0.6206896551724137,0.45625000000000004,0.29166666666666663,0.5579514824797844,0.004651162790697742,0.8392857142857142,0.7142857142857145,0.4050632911392404,0.4761904761904763,1,-1,-1,0.47161016,31,,35,0,"[0.14785881254883007, 0.7972657331592291]","[0.4841538139813601, 0.4107183693653682]"
Brigham Young,0.4212454212454213,0.4880382775119617,0.14285714285714285,0.31034482758620696,0.46875,0.5416666666666666,0.7008086253369272,0.5674418604651162,0.5178571428571429,0.5476190476190478,0.6772151898734177,0.6666666666666669,1,-1,-1,-0.61884678,101,,82,0,"[0.710803117389871, 0.23062528223179624]","[0.4615203047636186, 0.7761265312566802]"
West Virginia,0.424908424908425,0.2535885167464115,0.4571428571428573,0.48275862068965525,0.3500000000000001,0.16666666666666669,0.6037735849056604,0.7488372093023259,0.5178571428571429,0.5952380952380955,0.7341772151898732,0.7142857142857145,1,-1,-1,-0.44753615,91,,98,0,"[0.7146507433015858, 0.34225853512072135]","[0.5132659936300791, 0.6584783650665781]"
Texas State,0.4285714285714286,0.7320574162679427,0.5428571428571429,0.5862068965517241,0.4750000000000001,0.375,0.6118598382749325,0.8279069767441866,0.7142857142857142,0.6428571428571429,0.5632911392405062,0.1428571428571429,1,-1,-1,-0.09098716,61,,40,0,"[0.8407624272692186, 0.561876136993135]","[0.5145020865302189, 0.0836588199092691]"
Arizona State,0.4358974358974359,0.5598086124401914,0.3428571428571429,0.5517241379310343,0.36875000000000013,0.5833333333333333,0.6954177897574123,0.5860465116279072,0.5357142857142857,0.5952380952380955,0.5632911392405062,0.1428571428571429,1,-1,-1,-0.5039056,96,,50,0,"[0.6488513915545175, 0.5187802725425642]","[0.4441243313359388, 0.4520842185656109]"
Texas A&M,0.4432234432234433,0.4019138755980862,0.6285714285714287,0.6551724137931035,0.5625,0.125,0.6495956873315364,0.7906976744186046,0.5892857142857142,0.6904761904761906,0.5569620253164557,0.38095238095238104,1,-1,-1,-0.08727603,60,,55,0,"[0.7537014085262127, 0.4649135990724662]","[0.5415480580496156, 0.22693018392497347]"
UCLA,0.4432234432234433,0.6650717703349285,0.2857142857142857,0.41379310344827586,0.53125,0.20833333333333331,0.6037735849056604,0.9720930232558143,0.6428571428571429,0.6428571428571429,0.5759493670886074,0.23809523809523814,1,-1,1,-0.16919454,72,,74,1,"[0.9016895336939388, 0.5105411263142758]","[0.5119596025987413, 0.15151028357649624]"
UTEP,0.4432234432234433,0.19138755980861252,0.6857142857142858,0.7931034482758619,0.125,0.375,0.41778975741239893,0.36279069767441857,0.6071428571428571,0.45238095238095244,0.19620253164556947,0.09523809523809529,1,-1,1,-0.00271534,57,,67,1,"[0.8357442416537474, 0.747436816928715]","[0.32957637912836446, 0.4567891094904046]"
