XH,Pts_x,Pct_x,Avg1_x,Avg2_x,Tot_x,TO_x,Pts_y,Pct_y,Avg1_y,Avg2_y,Tot_y,TO_y,classifyRes,markRes,recomRes,RankScore,Abs,Rel,countRecom,tsne,LDA
Minnesota,0.30036630036630035,0.46411483253588515,0.5714285714285714,0.48275862068965525,0.33125000000000004,0.6666666666666665,0.46630727762803226,0.11162790697674416,0.6071428571428571,0.4761904761904764,0.2531645569620253,0.38095238095238104,2,-1,-1,0.3588333360876926,91,,0,"[0.3147680075175418, 0.418250717311434]","[0.6737913222365672, 0.31934852320334856]"
Tennessee,0.30036630036630035,0.26794258373205726,0.42857142857142855,0.4482758620689654,0.2875000000000001,0.4583333333333333,0.47978436657681933,0.6697674418604652,0.41071428571428564,0.3571428571428573,0.4430379746835443,0.4761904761904763,2,-1,-1,0.3444692828530667,94,,0,"[0.5383945850726635, 0.3324441164988021]","[0.5997307420927165, 0.3860532656618412]"
Miami (FL),0.30402930402930406,0.4784688995215313,0.22857142857142865,0.2758620689655171,0.3125,0.4583333333333333,0.48787061994609165,0.48837209302325596,0.7142857142857142,0.7857142857142859,0.3481012658227848,0.523809523809524,2,-1,-1,0.4088939114531966,76,,0,"[0.5315707291001325, 0.17026949845173517]","[0.638170088745867, 0.5930429267802904]"
Syracuse,0.30402930402930406,0.8373205741626798,0.17142857142857146,0.3448275862068965,0.36250000000000004,0.41666666666666663,0.1617250673854448,0.2976744186046512,0.49999999999999994,0.3571428571428573,0.1582278481012658,0.523809523809524,2,-1,-1,0.24360248718469518,112,,0,"[0.11886741278010075, 0.37895209379218187]","[0.7452825791160012, 0.356064109747918]"
Louisiana Tech,0.3186813186813187,0.5645933014354068,0.14285714285714285,0.31034482758620696,0.35624999999999996,0.9583333333333331,0.7088948787061994,0.47441860465116276,0.5178571428571429,0.5952380952380955,0.360759493670886,0.5714285714285715,2,-1,-1,0.4895734816992224,58,,0,"[0.37678881887744947, 0.07951687237719006]","[0.5968132197772202, 0.27657262583153663]"
Florida International,0.3223443223443224,0.2822966507177034,0.3714285714285714,0.48275862068965525,0.23750000000000004,0.8749999999999998,0.32075471698113206,0.2465116279069767,0.3214285714285714,0.2142857142857143,0.12658227848101264,0.523809523809524,2,-1,-1,0.22475802469003872,115,,0,"[0.22589481314100632, 0.27289556993865227]","[0.8960113621507703, 0.2766636074603089]"
Ohio,0.3223443223443224,0.5215311004784691,0.2857142857142857,0.5517241379310343,0.39375000000000004,0.375,0.25336927223719674,0.29302325581395344,0.5178571428571429,0.45238095238095244,0.3227848101265821,0.5714285714285715,2,-1,-1,0.3160763375918599,102,,0,"[0.18618435472653608, 0.4413148464918974]","[0.6700165503934881, 0.4948394441133533]"
Washington,0.3223443223443224,0.7607655502392346,0.14285714285714285,0.48275862068965525,0.5250000000000001,0.5833333333333333,0.5148247978436657,0.7534883720930233,0.5357142857142857,0.4761904761904764,0.360759493670886,0.23809523809523814,1,-1,1,0.4583184019893845,67,,1,"[0.5897064495271883, 0.5499941659480453]","[0.4739990947119666, 0.10224416710349643]"
Utah,0.326007326007326,0.5550239234449761,0.2857142857142857,0.4482758620689654,0.4125000000000001,0.375,0.5444743935309974,0.6046511627906979,0.5535714285714286,0.45238095238095244,0.32911392405063283,0.23809523809523814,2,-1,-1,0.36101970894843405,89,,0,"[0.5499620067981589, 0.4852644458794785]","[0.5774605000877745, 0.28284389534052784]"
Western Michigan,0.326007326007326,0.29186602870813383,0.4000000000000001,0.5172413793103448,0.29374999999999996,0.41666666666666663,0.6118598382749325,0.9488372093023258,0.5535714285714286,0.7380952380952382,0.4050632911392404,0.38095238095238104,2,-1,-1,0.49029796853547253,57,,0,"[0.7704342947296415, 0.37174439143530974]","[0.48242739481590907, 0.5892150515621589]"
Colorado State,0.3333333333333334,0.3492822966507177,0.6000000000000002,0.5862068965517241,0.51875,0.3333333333333333,0.61455525606469,0.7627906976744188,0.6249999999999999,0.880952380952381,0.550632911392405,0.2857142857142858,0,-1,-1,0.585096165690072,32,,0,"[0.76541982854649, 0.46180127389103814]","[0.32484526838208966, 0.532298124880344]"
Central Michigan,0.336996336996337,0.5358851674641149,0.2857142857142857,0.48275862068965525,0.30625000000000013,0.41666666666666663,0.4258760107816711,0.7441860465116281,0.48214285714285715,0.5714285714285715,0.4999999999999999,0.6666666666666669,2,-1,-1,0.4682709070546527,65,,0,"[0.6665895667779163, 0.29805584457056516]","[0.47973677370948337, 0.5777541098772944]"
Northwestern,0.336996336996337,0.36842105263157887,0.4000000000000001,0.4482758620689654,0.38749999999999996,0.6666666666666665,0.32075471698113206,0.46046511627906983,0.3749999999999999,0.261904761904762,0.37974683544303794,0.5714285714285715,2,-1,-1,0.3358745457591194,95,,0,"[0.23118180394198268, 0.32621292163052623]","[0.6647710170059886, 0.24167306132697566]"
USC,0.336996336996337,0.5311004784688995,0.2857142857142857,0.4482758620689654,0.5625,0.4583333333333333,0.6657681940700807,1.0,0.48214285714285715,0.6428571428571429,0.5949367088607593,0.09523809523809529,1,-1,1,0.5277567902922166,43,,1,"[0.9294672347384424, 0.49529032618732466]","[0.35940683187620853, 0.18092864379302276]"
Baylor,0.347985347985348,0.3301435406698565,0.1142857142857144,0.4482758620689654,0.34375,0.5416666666666666,1.0,0.6790697674418608,0.5714285714285714,0.761904761904762,1.0,0.1428571428571429,0,-1,-1,0.5579864693423108,38,,0,"[0.9162366960275456, 0.23712211062379351]","[0.40577294817332976, 0.3862601297802297]"
Florida State,0.35164835164835173,0.44497607655502397,0.4000000000000001,0.5172413793103448,0.43125000000000013,0.4999999999999999,0.6091644204851752,0.7627906976744188,0.5357142857142857,0.7142857142857145,0.550632911392405,0.761904761904762,0,-1,-1,0.6087781832141775,24,,0,"[0.7280785547345777, 0.30704070125782335]","[0.3313303536643295, 0.58673061745682]"
Iowa,0.35164835164835173,0.28708133971291877,0.4571428571428573,0.4482758620689654,0.1625000000000001,0.20833333333333331,0.46091644204851756,0.6046511627906979,0.49999999999999994,0.5000000000000001,0.4556962025316455,0.4761904761904763,2,-1,-1,0.3248517991041371,98,,0,"[0.5762236970698563, 0.35051022371015594]","[0.6413747870808518, 0.682600519966019]"
Northern Illinois,0.35164835164835173,0.4976076555023925,0.4000000000000001,0.5172413793103448,0.46875,0.41666666666666663,0.549865229110512,0.5534883720930234,0.6785714285714285,0.5714285714285715,0.5379746835443038,0.09523809523809529,2,-1,-1,0.448500164199637,70,,0,"[0.6046063973519722, 0.4866459099318252]","[0.4910455916410808, 0.22929918087541032]"
Georgia Tech,0.3553113553113553,0.7272727272727274,0.6571428571428571,0.7931034482758619,0.44999999999999996,0.5833333333333333,0.7223719676549865,0.21395348837209316,0.857142857142857,0.7857142857142859,0.6772151898734177,0.2857142857142858,1,-1,1,0.6988123933262052,10,,1,"[0.0774539531294745, 0.8234100384027908]","[0.22082667989023683, 0.37024908409699614]"
East Carolina,0.35897435897435903,0.4354066985645932,0.14285714285714285,0.379310344827586,0.375,0.3333333333333333,0.6657681940700807,0.7209302325581398,0.6249999999999999,0.7380952380952382,0.9367088607594937,0.523809523809524,0,-1,-1,0.5501229402733165,39,,0,"[0.8072837892500503, 0.23987334118959414]","[0.3771500384548503, 0.552978599376325]"
Georgia Southern,0.35897435897435903,0.5645933014354068,0.48571428571428577,0.5862068965517241,0.46250000000000013,0.3333333333333333,0.6495956873315364,0.4139534883720931,0.9821428571428571,0.8571428571428573,0.43037974683544306,0.19047619047619058,0,-1,-1,0.5637164589443361,36,,0,"[0.04836665381981138, 0.779632725414021]","[0.40102766268034856, 0.45232254087624324]"
Oklahoma,0.3626373626373626,0.4114832535885166,0.0571428571428572,0.379310344827586,0.3812500000000001,0.3333333333333333,0.6819407008086252,0.31627906976744186,0.857142857142857,0.7142857142857145,0.5189873417721518,0.523809523809524,2,-1,-1,0.4313202109807921,73,,0,"[0.6040580613744102, 0.1688829807567687]","[0.6031835117565243, 0.5665557035726919]"
UTSA,0.3626373626373626,0.47368421052631593,0.22857142857142865,0.41379310344827586,0.3500000000000001,0.375,0.1617250673854448,0.4372093023255815,0.3571428571428571,0.261904761904762,0.15189873417721508,0.523809523809524,2,-1,-1,0.18604376539164597,123,,0,"[0.1066756891355676, 0.3527432762393535]","[0.8375452565225409, 0.41966705126183784]"
Louisiana,0.36630036630036633,0.827751196172249,0.3714285714285714,0.6551724137931035,0.33125000000000004,0.25,0.4959568733153638,0.7767441860465116,0.7321428571428572,0.5952380952380955,0.47468354430379744,0.19047619047619058,0,-1,1,0.5215033926368938,45,,1,"[0.8583967226911648, 0.5806514074998687]","[0.3552391006472132, 0.40452199190314475]"
Louisiana-Monroe,0.37728937728937734,0.5023923444976078,0.42857142857142855,0.4482758620689654,0.29374999999999996,0.25,0.24258760107816715,0.572093023255814,0.17857142857142852,0.30952380952380965,0.2594936708860758,0.33333333333333337,2,-1,-1,0.2028196640693453,118,,0,"[0.04480166000331965, 0.3779170527364198]","[0.7591405409886601, 0.5016605555086253]"
Pitt,0.37728937728937734,0.27751196172248804,0.48571428571428577,0.5517241379310343,0.29374999999999996,0.16666666666666669,0.5579514824797844,0.6232558139534885,0.7142857142857142,0.6666666666666669,0.5949367088607593,0.38095238095238104,2,-1,-1,0.4573942574022033,69,,0,"[0.694218418059316, 0.4046903491726063]","[0.48417985755610315, 0.6455619964425242]"
Nebraska,0.38095238095238093,0.03827751196172237,0.5428571428571429,0.48275862068965525,0.29374999999999996,0.4583333333333333,0.719676549865229,0.2465116279069767,0.7142857142857142,0.6666666666666669,0.5063291139240506,0.5714285714285715,2,-1,-1,0.4456640554934739,71,,0,"[0.600772206157685, 0.2486683307651756]","[0.6127411941726228, 0.6505748526784002]"
