XH,Pts_x,Pct_x,Avg1_x,Avg2_x,Tot_x,TO_x,Pts_y,Pct_y,Avg1_y,Avg2_y,Tot_y,TO_y,classifyRes,markRes,recomRes,RankScore,Abs,Rel,countRecom,tsne,LDA
South Alabama,0.38095238095238093,0.39712918660287083,0.48571428571428577,0.5517241379310343,0.40000000000000013,0.375,0.307277628032345,0.2465116279069767,0.5357142857142857,0.4285714285714287,0.4177215189873416,0.7142857142857145,2,-1,-1,0.38073985463106813,82,,0,"[0.2002064227387497, 0.478028833806444]","[0.6026983194520086, 0.5427964504422935]"
Wake Forest,0.38095238095238093,0.6172248803827753,0.4571428571428573,0.41379310344827586,0.3187500000000001,0.375,0.09973045822102429,0.5023255813953489,0.0,0.0,0.0,0.523809523809524,2,-1,-1,0.1164493946967903,125,,0,"[0.0, 0.3855371659710428]","[0.8466663933844577, 0.3481052171351337]"
Auburn,0.39194139194139194,0.4784688995215313,0.48571428571428577,0.5862068965517241,0.49375000000000013,0.5833333333333333,0.6576819407008085,0.7023255813953492,0.75,0.7857142857142859,0.6265822784810126,0.38095238095238104,0,-1,-1,0.6672031756811323,15,,0,"[0.7551259873398283, 0.5211291899590406]","[0.2940499300707363, 0.3722495097386548]"
Boise State,0.3956043956043957,0.46411483253588515,0.31428571428571433,0.41379310344827586,1.0,0.625,0.77088948787062,0.9813953488372097,0.6428571428571429,0.7380952380952382,0.620253164556962,0.4761904761904763,1,-1,1,0.7557285649147222,6,,1,"[1.0, 0.45687830730709933]","[0.11900597069152018, 0.0]"
Hawaii,0.3956043956043957,0.4880382775119617,0.4000000000000001,0.5862068965517241,0.42500000000000004,0.3333333333333333,0.26415094339622636,0.0651162790697674,0.4285714285714286,0.33333333333333337,0.32911392405063283,0.6666666666666669,2,-1,-1,0.2912506995386552,106,,0,"[0.16912695711199965, 0.5049883542972599]","[0.7049591174845021, 0.5304410453469449]"
North Carolina State,0.402930402930403,0.3875598086124401,0.4000000000000001,0.41379310344827586,0.40625,0.3333333333333333,0.5148247978436657,0.5209302325581395,0.6964285714285714,0.6190476190476192,0.4683544303797467,0.23809523809523814,2,-1,-1,0.4081495121868683,77,,0,"[0.5856369429586324, 0.4431853517699187]","[0.5920334831078959, 0.4176114359074396]"
South Florida,0.402930402930403,1.0,0.48571428571428577,0.5862068965517241,0.45625000000000004,0.41666666666666663,0.16442048517520214,0.07441860465116289,0.3749999999999999,0.3571428571428573,0.056962025316455604,0.4761904761904763,2,-1,-1,0.31454272313711695,103,,0,"[0.0710591043671771, 0.6019302475908728]","[0.6650504732107334, 0.4038225129575291]"
Ball State,0.4102564102564103,0.6937799043062204,0.5714285714285714,0.6551724137931035,0.49375000000000013,0.5416666666666666,0.4474393530997305,0.4232558139534886,0.49999999999999994,0.4285714285714287,0.37974683544303794,0.2857142857142858,2,2,-1,0.48124986242493,63,,0,"[0.49520906423908506, 0.6415965446356983]","[0.46108918806214483, 0.2291824931303407]"
Cincinnati,0.4102564102564103,0.6267942583732057,0.5714285714285714,0.689655172413793,0.49375000000000013,0.4583333333333333,0.6172506738544474,0.572093023255814,0.5714285714285714,0.6904761904761906,0.6012658227848101,0.4761904761904763,0,-1,-1,0.6427221655392028,19,,0,"[0.6819038401798, 0.6213153058305488]","[0.26685779851969893, 0.47377612490225207]"
Nevada,0.4102564102564103,0.870813397129187,0.5714285714285714,0.6551724137931035,0.6312500000000001,0.5833333333333333,0.48787061994609165,0.5255813953488373,0.6249999999999999,0.4761904761904764,0.43037974683544306,0.23809523809523814,1,1,1,0.5961353156574353,26,,1,"[0.5516773194618672, 0.65583977380966]","[0.29438120712218546, 0.05806686836096874]"
Navy,0.413919413919414,0.8373205741626798,0.6000000000000002,0.6206896551724137,0.45625000000000004,0.29166666666666663,0.5579514824797844,0.004651162790697742,0.8392857142857142,0.7142857142857145,0.4050632911392404,0.4761904761904763,0,-1,1,0.5470711281780636,41,,1,"[0.14785881254883007, 0.7972657331592291]","[0.40279163413735386, 0.5643493173732252]"
Brigham Young,0.4212454212454213,0.4880382775119617,0.14285714285714285,0.31034482758620696,0.46875,0.5416666666666666,0.7008086253369272,0.5674418604651162,0.5178571428571429,0.5476190476190478,0.6772151898734177,0.6666666666666669,2,-1,1,0.518670651475471,46,,1,"[0.710803117389871, 0.23062528223179624]","[0.47160052385550444, 0.39686658462054203]"
West Virginia,0.424908424908425,0.2535885167464115,0.4571428571428573,0.48275862068965525,0.3500000000000001,0.16666666666666669,0.6037735849056604,0.7488372093023259,0.5178571428571429,0.5952380952380955,0.7341772151898732,0.7142857142857145,0,-1,1,0.5184532036205091,47,,1,"[0.7146507433015858, 0.34225853512072135]","[0.3909643798857333, 0.7178829547715707]"
Texas State,0.4285714285714286,0.7320574162679427,0.5428571428571429,0.5862068965517241,0.4750000000000001,0.375,0.6118598382749325,0.8279069767441866,0.7142857142857142,0.6428571428571429,0.5632911392405062,0.1428571428571429,0,-1,-1,0.619531567754507,22,,0,"[0.8407624272692186, 0.561876136993135]","[0.2645562355469266, 0.2727708439423945]"
Arizona State,0.4358974358974359,0.5598086124401914,0.3428571428571429,0.5517241379310343,0.36875000000000013,0.5833333333333333,0.6954177897574123,0.5860465116279072,0.5357142857142857,0.5952380952380955,0.5632911392405062,0.1428571428571429,2,-1,-1,0.5034156173282605,54,,0,"[0.6488513915545175, 0.5187802725425642]","[0.5052122808019726, 0.322923306928835]"
Texas A&M,0.4432234432234433,0.4019138755980862,0.6285714285714287,0.6551724137931035,0.5625,0.125,0.6495956873315364,0.7906976744186046,0.5892857142857142,0.6904761904761906,0.5569620253164557,0.38095238095238104,0,-1,1,0.5908523505032776,29,,1,"[0.7537014085262127, 0.4649135990724662]","[0.2711599616079102, 0.5504202527627584]"
UCLA,0.4432234432234433,0.6650717703349285,0.2857142857142857,0.41379310344827586,0.53125,0.20833333333333331,0.6037735849056604,0.9720930232558143,0.6428571428571429,0.6428571428571429,0.5759493670886074,0.23809523809523814,0,-1,-1,0.5480482113754241,40,,0,"[0.9016895336939388, 0.5105411263142758]","[0.3390492036900656, 0.3453634347947524]"
UTEP,0.4432234432234433,0.19138755980861252,0.6857142857142858,0.7931034482758619,0.125,0.375,0.41778975741239893,0.36279069767441857,0.6071428571428571,0.45238095238095244,0.19620253164556947,0.09523809523809529,2,-1,-1,0.2963322599626254,105,,0,"[0.8357442416537474, 0.747436816928715]","[0.7828318165212116, 0.5849052710882965]"
Arizona,0.4468864468864469,0.8468899521531106,0.3714285714285714,0.5862068965517241,0.6187500000000001,0.4999999999999999,0.6307277628032344,0.4232558139534886,0.5535714285714286,0.5476190476190478,0.6582278481012657,0.2857142857142858,1,-1,1,0.5899884350576037,30,,1,"[0.6062340379869268, 0.6416514313230917]","[0.3178874022133789, 0.19436345120683413]"
Tulane,0.4542124542124542,0.5119617224880383,0.4000000000000001,0.5517241379310343,0.39375000000000004,0.6666666666666665,0.1320754716981132,0.3069767441860467,0.5178571428571429,0.33333333333333337,0.28481012658227844,0.6666666666666669,2,-1,-1,0.37723708547444396,84,,0,"[0.201375496801058, 0.41420648819820777]","[0.707430911117263, 0.36273021216067863]"
Rice,0.4578754578754579,0.3301435406698565,0.42857142857142855,0.5862068965517241,0.34375,0.3333333333333333,0.47708894878706204,0.48372093023255824,0.4464285714285714,0.5238095238095238,0.3227848101265821,0.09523809523809529,2,-1,-1,0.3106340450337726,104,,0,"[0.49600369697504815, 0.507894936589553]","[0.7372252594534063, 0.4954780525603572]"
Kent State,0.4761904761904762,0.4354066985645932,0.5714285714285714,0.6206896551724137,0.48124999999999996,0.3333333333333333,0.14285714285714282,0.3488372093023257,0.3392857142857143,0.33333333333333337,0.23417721518987336,0.5714285714285715,2,-1,-1,0.3207273554248188,100,,0,"[0.19736995167952257, 0.5668371664511771]","[0.6858096824863052, 0.5013660297059719]"
Notre Dame,0.4835164835164835,0.6028708133971291,0.4000000000000001,0.5517241379310343,0.44999999999999996,0.4583333333333333,0.5849056603773584,0.5674418604651162,0.5357142857142857,0.6428571428571429,0.6012658227848101,0.6190476190476192,0,-1,-1,0.5948249202029549,27,,0,"[0.7025995289395451, 0.5815692705622703]","[0.3847579559397291, 0.5476027839846974]"
Appalachian State,0.4908424908424908,0.5933014354066988,0.3428571428571429,0.48275862068965525,0.26875000000000004,0.29166666666666663,0.6388140161725065,0.6558139534883723,0.7321428571428572,0.6904761904761906,0.6075949367088606,0.523809523809524,0,-1,-1,0.5643661404328564,34,,0,"[0.8108968351480411, 0.40906502993683086]","[0.426615891821187, 0.6630929799365959]"
San Jose State,0.4908424908424908,0.37799043062200965,0.742857142857143,0.5172413793103448,0.2562500000000001,0.25,0.22102425876010784,0.716279069767442,0.4285714285714286,0.4285714285714287,0.43670886075949356,0.7142857142857145,2,-1,-1,0.4386466685475583,72,,0,"[0.38987801489723656, 0.48276987307879776]","[0.5260871943413578, 0.6958273243751064]"
Connecticut,0.5054945054945056,0.5358851674641149,0.4000000000000001,0.41379310344827586,0.3812500000000001,0.25,0.11859838274932614,0.30232558139534893,0.3571428571428571,0.261904761904762,0.9050632911392406,0.761904761904762,2,-1,-1,0.3726947243701577,86,,0,"[0.07513353891712161, 0.49462084086741487]","[0.5719529555598772, 0.5150892542069001]"
North Texas,0.5054945054945056,0.5693779904306222,0.42857142857142855,0.5172413793103448,0.26875000000000004,0.4583333333333333,0.4339622641509434,0.33023255813953506,0.4642857142857142,0.3571428571428573,0.22151898734177214,0.523809523809524,2,-1,-1,0.35317073965933116,93,,0,"[0.2597336073086363, 0.4936484695674076]","[0.7157946374209355, 0.5257184043742742]"
UAB,0.5091575091575091,0.2583732057416268,0.4571428571428573,0.5862068965517241,0.38749999999999996,0.375,0.5956873315363882,0.6558139534883723,0.5178571428571429,0.5000000000000001,0.4999999999999999,0.523809523809524,2,-1,-1,0.4873410856709391,60,,0,"[0.6448979056965793, 0.3741658890224362]","[0.5225859467262599, 0.5497945774546695]"
Maryland,0.5201465201465202,0.37320574162679426,0.48571428571428577,0.5172413793103448,0.5125,0.41666666666666663,0.4690026954177897,0.32093023255813957,0.4285714285714286,0.45238095238095244,0.2025316455696202,0.4761904761904763,2,-1,-1,0.3695814986052547,88,,0,"[0.2992103191179998, 0.5498783388101771]","[0.6963066016990839, 0.478492662966311]"
Rutgers,0.5201465201465202,0.5885167464114833,0.7714285714285715,0.8275862068965517,0.43125000000000013,0.29166666666666663,0.42048517520215634,0.37674418604651183,0.5357142857142857,0.6190476190476192,0.2658227848101265,0.38095238095238104,0,-1,1,0.5150687657739924,50,,1,"[0.32714440257535965, 0.769293706577283]","[0.4717999272214638, 0.6459465496910362]"
South Carolina,0.5274725274725275,0.688995215311005,0.742857142857143,0.7586206896551724,0.51875,0.3333333333333333,0.5795148247978437,0.5395348837209305,0.5535714285714286,0.6428571428571429,0.5822784810126581,0.4285714285714287,0,0,-1,0.6627217626519522,16,,0,"[0.6056427569535607, 0.7411403604970472]","[0.24441403104267034, 0.5185696159601116]"
Arkansas State,0.5311355311355311,0.4928229665071771,0.5428571428571429,0.5517241379310343,0.45625000000000004,0.625,0.6900269541778976,0.6511627906976747,0.6428571428571429,0.6190476190476192,0.5759493670886074,0.4761904761904763,1,-1,1,0.6556825869699514,18,,1,"[0.7226014380634077, 0.5592769008454829]","[0.3603921731266492, 0.380479735723902]"
Toledo,0.5311355311355311,0.6315789473684211,0.20000000000000004,0.6206896551724137,0.4750000000000001,0.16666666666666669,0.6873315363881402,0.632558139534884,0.8035714285714285,0.761904761904762,0.6582278481012657,0.2857142857142858,0,-1,-1,0.5874510306122765,31,,0,"[0.8570856323901177, 0.4493924864062365]","[0.3828660674675263, 0.5687558072109845]"
Oklahoma State,0.5567765567765568,0.6220095693779907,0.3714285714285714,0.6206896551724137,0.48750000000000004,0.16666666666666669,0.444743935309973,0.36279069767441857,0.39285714285714285,0.4761904761904764,0.29113924050632894,0.4761904761904763,2,-1,-1,0.38557322113483505,81,,0,"[0.31443017648891797, 0.6315210491784108]","[0.6193901533700609, 0.6318551027316164]"
Kentucky,0.5604395604395606,0.47368421052631593,0.48571428571428577,0.5172413793103448,0.51875,0.4999999999999999,0.48787061994609165,0.4046511627906976,0.49999999999999994,0.4761904761904764,0.3164556962025316,0.2857142857142858,2,-1,-1,0.42946548274599633,74,,0,"[0.42111565337990803, 0.5844175371827298]","[0.6418410047412065, 0.34164927203795237]"
Buffalo,0.5677655677655679,0.13397129186602863,0.42857142857142855,0.6551724137931035,0.26249999999999996,0.29166666666666663,0.5714285714285713,0.7581395348837211,0.5535714285714286,0.6190476190476192,0.4999999999999999,0.4285714285714287,2,-1,-1,0.47096762554861404,64,,0,"[0.6739295733824344, 0.38278101173527684]","[0.6044946442010093, 0.7514513060829335]"
Middle Tennessee State,0.5677655677655679,0.6555023923444977,0.42857142857142855,0.6551724137931035,0.5687500000000001,0.41666666666666663,0.5525606469002695,0.8232558139534885,0.6249999999999999,0.5952380952380955,0.43670886075949356,0.6190476190476192,0,-1,-1,0.6708763345782175,14,,0,"[0.7299416983140268, 0.6437813926010268]","[0.29590363142792037, 0.4603245283548232]"
Oregon State,0.5714285714285715,0.5358851674641149,0.5142857142857142,0.6206896551724137,0.48750000000000004,0.3333333333333333,0.3935309973045822,0.6418604651162791,0.4464285714285714,0.5238095238095238,0.4113924050632911,0.23809523809523814,2,2,-1,0.46208348743088606,66,,0,"[0.4498204458435137, 0.6406499843757578]","[0.5501129312188151, 0.44835689621433555]"
